,country,year,sex,age,suicides_no,population,suicides_per_100k_pop,country_year,HDI_for_year,gdp_for_year,gdp_per_capita,generation
263,Barbados,2013,male,55-74 years,0,25209,0.0,Barbados2013,0.785,4612500000,17395,Boomers
264,Barbados,2013,male,75+ years,0,6499,0.0,Barbados2013,0.785,4612500000,17395,Silent
265,Belarus,2013,male,75+ years,125,169369,73.8,Belarus2013,0.796,75527984234,8477,Silent
266,Belarus,2013,male,55-74 years,376,786132,47.83,Belarus2013,0.796,75527984234,8477,Boomers
267,Belarus,2013,male,35-54 years,609,1316641,46.25,Belarus2013,0.796,75527984234,8477,Generation X
268,Belarus,2013,male,25-34 years,308,759582,40.55,Belarus2013,0.796,75527984234,8477,Millenials
269,Belarus,2013,male,15-24 years,145,609560,23.79,Belarus2013,0.796,75527984234,8477,Millenials
270,Belarus,2013,female,75+ years,65,464748,13.99,Belarus2013,0.796,75527984234,8477,Silent
271,Belarus,2013,female,35-54 years,111,1438609,7.72,Belarus2013,0.796,75527984234,8477,Generation X
272,Belarus,2013,female,55-74 years,87,1130796,7.69,Belarus2013,0.796,75527984234,8477,Boomers
273,Belarus,2013,female,25-34 years,45,739769,6.08,Belarus2013,0.796,75527984234,8477,Millenials
274,Belarus,2013,female,15-24 years,25,576270,4.34,Belarus2013,0.796,75527984234,8477,Millenials
275,Belarus,2013,male,5-14 years,5,471922,1.06,Belarus2013,0.796,75527984234,8477,Generation Z
276,Belarus,2013,female,5-14 years,1,446842,0.22,Belarus2013,0.796,75527984234,8477,Generation Z
277,Belarus,2014,male,75+ years,125,172445,72.49,Belarus2014,0.798,78813839984,8849,Silent
278,Belarus,2014,male,35-54 years,572,1305009,43.83,Belarus2014,0.798,78813839984,8849,Generation X
279,Belarus,2014,male,55-74 years,341,807337,42.24,Belarus2014,0.798,78813839984,8849,Boomers
280,Belarus,2014,male,25-34 years,297,768569,38.64,Belarus2014,0.798,78813839984,8849,Millenials
281,Belarus,2014,male,15-24 years,128,578690,22.12,Belarus2014,0.798,78813839984,8849,Millenials
282,Belarus,2014,female,75+ years,53,475110,11.16,Belarus2014,0.798,78813839984,8849,Silent
283,Belarus,2014,female,35-54 years,93,1421531,6.54,Belarus2014,0.798,78813839984,8849,Generation X
284,Belarus,2014,female,55-74 years,68,1149649,5.91,Belarus2014,0.798,78813839984,8849,Boomers
285,Belarus,2014,female,25-34 years,41,745490,5.5,Belarus2014,0.798,78813839984,8849,Millenials
286,Belarus,2014,female,15-24 years,15,546952,2.74,Belarus2014,0.798,78813839984,8849,Millenials
287,Belarus,2014,female,5-14 years,6,455300,1.32,Belarus2014,0.798,78813839984,8849,Generation Z
288,Belarus,2014,male,5-14 years,2,480895,0.42,Belarus2014,0.798,78813839984,8849,Generation Z
289,Belgium,2012,male,75+ years,191,369145,51.74,Belgium2012,0.889,497884216569,47678,Silent
290,Belgium,2012,male,35-54 years,617,1588342,38.85,Belgium2012,0.889,497884216569,47678,Generation X
291,Belgium,2012,male,55-74 years,381,1125706,33.85,Belgium2012,0.889,497884216569,47678,Boomers
292,Belgium,2012,male,25-34 years,193,723202,26.69,Belgium2012,0.889,497884216569,47678,Millenials
293,Belgium,2012,female,55-74 years,187,1195065,15.65,Belgium2012,0.889,497884216569,47678,Boomers
294,Belgium,2012,male,15-24 years,100,681023,14.68,Belgium2012,0.889,497884216569,47678,Millenials
295,Belgium,2012,female,35-54 years,217,1551324,13.99,Belgium2012,0.889,497884216569,47678,Generation X
296,Belgium,2012,female,75+ years,61,600081,10.17,Belgium2012,0.889,497884216569,47678,Silent
297,Belgium,2012,female,25-34 years,45,715195,6.29,Belgium2012,0.889,497884216569,47678,Millenials
298,Belgium,2012,female,15-24 years,28,659827,4.24,Belgium2012,0.889,497884216569,47678,Millenials
299,Belgium,2012,female,5-14 years,3,603232,0.5,Belgium2012,0.889,497884216569,47678,Generation Z
300,Belgium,2012,male,5-14 years,3,630495,0.48,Belgium2012,0.889,497884216569,47678,Generation Z
301,Belgium,2013,male,75+ years,183,378864,48.3,Belgium2013,0.888,520925468953,49489,Silent
302,Belgium,2013,male,35-54 years,570,1582723,36.01,Belgium2013,0.888,520925468953,49489,Generation X
303,Belgium,2013,male,55-74 years,357,1155511,30.9,Belgium2013,0.888,520925468953,49489,Boomers
304,Belgium,2013,male,25-34 years,159,728918,21.81,Belgium2013,0.888,520925468953,49489,Millenials
305,Belgium,2013,female,35-54 years,215,1546111,13.91,Belgium2013,0.888,520925468953,49489,Generation X
306,Belgium,2013,female,55-74 years,168,1221439,13.75,Belgium2013,0.888,520925468953,49489,Boomers
307,Belgium,2013,male,15-24 years,91,679018,13.4,Belgium2013,0.888,520925468953,49489,Millenials
308,Belgium,2013,female,75+ years,73,605856,12.05,Belgium2013,0.888,520925468953,49489,Silent
309,Belgium,2013,female,25-34 years,47,721787,6.51,Belgium2013,0.888,520925468953,49489,Millenials
310,Belgium,2013,female,15-24 years,27,656675,4.11,Belgium2013,0.888,520925468953,49489,Millenials
311,Belgium,2013,male,5-14 years,3,638399,0.47,Belgium2013,0.888,520925468953,49489,Generation Z
312,Belgium,2013,female,5-14 years,2,610848,0.33,Belgium2013,0.888,520925468953,49489,Generation Z
313,Belgium,2014,male,75+ years,187,387814,48.22,Belgium2014,0.89,530770977634,50173,Silent
314,Belgium,2014,male,35-54 years,531,1576060,33.69,Belgium2014,0.89,530770977634,50173,Generation X
315,Belgium,2014,male,55-74 years,363,1176768,30.85,Belgium2014,0.89,530770977634,50173,Boomers
316,Belgium,2014,male,25-34 years,168,728759,23.05,Belgium2014,0.89,530770977634,50173,Millenials
317,Belgium,2014,female,35-54 years,231,1540001,15.0,Belgium2014,0.89,530770977634,50173,Generation X
318,Belgium,2014,female,55-74 years,177,1240549,14.27,Belgium2014,0.89,530770977634,50173,Boomers
319,Belgium,2014,female,75+ years,83,614412,13.51,Belgium2014,0.89,530770977634,50173,Silent
320,Belgium,2014,male,15-24 years,85,675446,12.58,Belgium2014,0.89,530770977634,50173,Millenials
321,Belgium,2014,female,25-34 years,43,724681,5.93,Belgium2014,0.89,530770977634,50173,Millenials
322,Belgium,2014,female,15-24 years,27,653625,4.13,Belgium2014,0.89,530770977634,50173,Millenials
323,Belgium,2014,male,5-14 years,4,644794,0.62,Belgium2014,0.89,530770977634,50173,Generation Z
324,Belgium,2014,female,5-14 years,0,615939,0.0,Belgium2014,0.89,530770977634,50173,Generation Z
325,Belize,2012,male,55-74 years,3,12340,24.31,Belize2012,0.716,1573670250,5264,Boomers
326,Belize,2012,male,25-34 years,6,25854,23.21,Belize2012,0.716,1573670250,5264,Millenials
327,Belize,2012,male,35-54 years,6,34785,17.25,Belize2012,0.716,1573670250,5264,Generation X
328,Belize,2012,female,15-24 years,2,34680,5.77,Belize2012,0.716,1573670250,5264,Millenials
329,Belize,2012,male,15-24 years,1,34413,2.91,Belize2012,0.716,1573670250,5264,Millenials
330,Belize,2012,female,25-34 years,0,27291,0.0,Belize2012,0.716,1573670250,5264,Millenials
331,Belize,2012,female,35-54 years,0,35365,0.0,Belize2012,0.716,1573670250,5264,Generation X
332,Belize,2012,female,5-14 years,0,38680,0.0,Belize2012,0.716,1573670250,5264,Generation Z
333,Belize,2012,female,55-74 years,0,11573,0.0,Belize2012,0.716,1573670250,5264,Boomers
334,Belize,2012,female,75+ years,0,2440,0.0,Belize2012,0.716,1573670250,5264,Silent
335,Belize,2012,male,5-14 years,0,39194,0.0,Belize2012,0.716,1573670250,5264,Generation Z
336,Belize,2012,male,75+ years,0,2331,0.0,Belize2012,0.716,1573670250,5264,Silent
337,Belize,2013,male,35-54 years,7,35782,19.56,Belize2013,0.715,1612573850,5272,Generation X
338,Belize,2013,male,25-34 years,4,26847,14.9,Belize2013,0.715,1612573850,5272,Millenials
339,Belize,2013,male,15-24 years,4,35340,11.32,Belize2013,0.715,1612573850,5272,Millenials
340,Belize,2013,male,55-74 years,1,12803,7.81,Belize2013,0.715,1612573850,5272,Boomers
341,Belize,2013,female,15-24 years,1,35551,2.81,Belize2013,0.715,1612573850,5272,Millenials
342,Belize,2013,female,25-34 years,0,28278,0.0,Belize2013,0.715,1612573850,5272,Millenials
343,Belize,2013,female,35-54 years,0,36553,0.0,Belize2013,0.715,1612573850,5272,Generation X
344,Belize,2013,female,5-14 years,0,38558,0.0,Belize2013,0.715,1612573850,5272,Generation Z
345,Belize,2013,female,55-74 years,0,12179,0.0,Belize2013,0.715,1612573850,5272,Boomers
346,Belize,2013,female,75+ years,0,2451,0.0,Belize2013,0.715,1612573850,5272,Silent
347,Belize,2013,male,5-14 years,0,39211,0.0,Belize2013,0.715,1612573850,5272,Generation Z
348,Belize,2013,male,75+ years,0,2335,0.0,Belize2013,0.715,1612573850,5272,Silent
349,Belize,2014,male,55-74 years,4,13350,29.96,Belize2014,0.715,1703951050,5448,Boomers
350,Belize,2014,male,25-34 years,7,27885,25.1,Belize2014,0.715,1703951050,5448,Millenials
351,Belize,2014,male,35-54 years,5,36808,13.58,Belize2014,0.715,1703951050,5448,Generation X
352,Belize,2014,male,15-24 years,2,36197,5.53,Belize2014,0.715,1703951050,5448,Millenials
353,Belize,2014,female,15-24 years,2,36364,5.5,Belize2014,0.715,1703951050,5448,Millenials
354,Belize,2014,female,5-14 years,2,38337,5.22,Belize2014,0.715,1703951050,5448,Generation Z
355,Belize,2014,female,25-34 years,1,29287,3.41,Belize2014,0.715,1703951050,5448,Millenials
356,Belize,2014,female,35-54 years,1,37789,2.65,Belize2014,0.715,1703951050,5448,Generation X
357,Belize,2014,female,55-74 years,0,12866,0.0,Belize2014,0.715,1703951050,5448,Boomers
358,Belize,2014,female,75+ years,0,2447,0.0,Belize2014,0.715,1703951050,5448,Silent
359,Belize,2014,male,5-14 years,0,39137,0.0,Belize2014,0.715,1703951050,5448,Generation Z
360,Belize,2014,male,75+ years,0,2313,0.0,Belize2014,0.715,1703951050,5448,Silent
361,Bosnia and Herzegovina,2014,male,75+ years,37,96222,38.45,Bosnia and Herzegovina2014,0.733,18558343508,5079,Silent
362,Bosnia and Herzegovina,2014,male,55-74 years,84,401567,20.92,Bosnia and Herzegovina2014,0.733,18558343508,5079,Boomers
363,Bosnia and Herzegovina,2014,male,35-54 years,96,534512,17.96,Bosnia and Herzegovina2014,0.733,18558343508,5079,Generation X
364,Bosnia and Herzegovina,2014,female,75+ years,14,141795,9.87,Bosnia and Herzegovina2014,0.733,18558343508,5079,Silent
365,Bosnia and Herzegovina,2014,male,25-34 years,19,252546,7.52,Bosnia and Herzegovina2014,0.733,18558343508,5079,Millenials
366,Bosnia and Herzegovina,2014,female,35-54 years,28,554379,5.05,Bosnia and Herzegovina2014,0.733,18558343508,5079,Generation X
367,Bosnia and Herzegovina,2014,female,55-74 years,23,458353,5.02,Bosnia and Herzegovina2014,0.733,18558343508,5079,Boomers
368,Bosnia and Herzegovina,2014,male,15-24 years,6,274269,2.19,Bosnia and Herzegovina2014,0.733,18558343508,5079,Millenials
369,Bosnia and Herzegovina,2014,female,25-34 years,3,234219,1.28,Bosnia and Herzegovina2014,0.733,18558343508,5079,Millenials
370,Bosnia and Herzegovina,2014,female,15-24 years,2,250924,0.8,Bosnia and Herzegovina2014,0.733,18558343508,5079,Millenials
371,Bosnia and Herzegovina,2014,male,5-14 years,1,227491,0.44,Bosnia and Herzegovina2014,0.733,18558343508,5079,Generation Z
372,Bosnia and Herzegovina,2014,female,5-14 years,0,227892,0.0,Bosnia and Herzegovina2014,0.733,18558343508,5079,Generation Z
373,Brazil,2012,male,75+ years,376,2123165,17.71,Brazil2012,0.746,2465188674415,13283,Silent
374,Brazil,2012,male,55-74 years,1458,11612925,12.55,Brazil2012,0.746,2465188674415,13283,Boomers
375,Brazil,2012,male,35-54 years,2885,25463652,11.33,Brazil2012,0.746,2465188674415,13283,Generation X
376,Brazil,2012,male,25-34 years,1930,17418954,11.08,Brazil2012,0.746,2465188674415,13283,Millenials
377,Brazil,2012,male,15-24 years,1313,17644319,7.44,Brazil2012,0.746,2465188674415,13283,Millenials
378,Brazil,2012,female,35-54 years,877,26979566,3.25,Brazil2012,0.746,2465188674415,13283,Generation X
379,Brazil,2012,female,55-74 years,418,13532752,3.09,Brazil2012,0.746,2465188674415,13283,Boomers
380,Brazil,2012,female,25-34 years,455,17398447,2.62,Brazil2012,0.746,2465188674415,13283,Millenials
381,Brazil,2012,female,75+ years,80,3285641,2.43,Brazil2012,0.746,2465188674415,13283,Silent
382,Brazil,2012,female,15-24 years,383,17145894,2.23,Brazil2012,0.746,2465188674415,13283,Millenials
383,Brazil,2012,male,5-14 years,79,16810876,0.47,Brazil2012,0.746,2465188674415,13283,Generation Z
384,Brazil,2012,female,5-14 years,41,16175024,0.25,Brazil2012,0.746,2465188674415,13283,Generation Z
385,Brazil,2013,male,75+ years,370,2240434,16.51,Brazil2013,0.752,2472806919902,13191,Silent
386,Brazil,2013,male,55-74 years,1474,12036068,12.25,Brazil2013,0.752,2472806919902,13191,Boomers
387,Brazil,2013,male,35-54 years,3053,25965164,11.76,Brazil2013,0.752,2472806919902,13191,Generation X
388,Brazil,2013,male,25-34 years,2004,17534209,11.43,Brazil2013,0.752,2472806919902,13191,Millenials
389,Brazil,2013,male,15-24 years,1317,17627508,7.47,Brazil2013,0.752,2472806919902,13191,Millenials
390,Brazil,2013,female,35-54 years,897,27475364,3.26,Brazil2013,0.752,2472806919902,13191,Generation X
391,Brazil,2013,female,55-74 years,433,14022927,3.09,Brazil2013,0.752,2472806919902,13191,Boomers
392,Brazil,2013,female,75+ years,88,3462431,2.54,Brazil2013,0.752,2472806919902,13191,Silent
393,Brazil,2013,female,25-34 years,393,17492228,2.25,Brazil2013,0.752,2472806919902,13191,Millenials
394,Brazil,2013,female,15-24 years,362,17123318,2.11,Brazil2013,0.752,2472806919902,13191,Millenials
395,Brazil,2013,male,5-14 years,72,16555477,0.43,Brazil2013,0.752,2472806919902,13191,Generation Z
396,Brazil,2013,female,5-14 years,50,15923724,0.31,Brazil2013,0.752,2472806919902,13191,Generation Z
397,Brazil,2014,male,75+ years,390,2349303,16.6,Brazil2014,0.755,2455993625159,12975,Silent
398,Brazil,2014,male,55-74 years,1534,12492114,12.28,Brazil2014,0.755,2455993625159,12975,Boomers
399,Brazil,2014,male,35-54 years,3050,26475231,11.52,Brazil2014,0.755,2455993625159,12975,Generation X
400,Brazil,2014,male,25-34 years,1982,17601477,11.26,Brazil2014,0.755,2455993625159,12975,Millenials
401,Brazil,2014,male,15-24 years,1358,17606681,7.71,Brazil2014,0.755,2455993625159,12975,Millenials
402,Brazil,2014,female,35-54 years,871,27971096,3.11,Brazil2014,0.755,2455993625159,12975,Generation X
403,Brazil,2014,female,55-74 years,389,14550395,2.67,Brazil2014,0.755,2455993625159,12975,Boomers
404,Brazil,2014,female,25-34 years,457,17539955,2.61,Brazil2014,0.755,2455993625159,12975,Millenials
405,Brazil,2014,female,75+ years,83,3634999,2.28,Brazil2014,0.755,2455993625159,12975,Silent
406,Brazil,2014,female,15-24 years,371,17094729,2.17,Brazil2014,0.755,2455993625159,12975,Millenials
407,Brazil,2014,male,5-14 years,84,16299015,0.52,Brazil2014,0.755,2455993625159,12975,Generation Z
408,Brazil,2014,female,5-14 years,62,15670559,0.4,Brazil2014,0.755,2455993625159,12975,Generation Z
409,Bulgaria,2012,male,75+ years,140,228793,61.19,Bulgaria2012,0.778,53903022339,7745,Silent
410,Bulgaria,2012,male,55-74 years,244,828882,29.44,Bulgaria2012,0.778,53903022339,7745,Boomers
411,Bulgaria,2012,male,35-54 years,181,1052298,17.2,Bulgaria2012,0.778,53903022339,7745,Generation X
412,Bulgaria,2012,female,75+ years,61,378562,16.11,Bulgaria2012,0.778,53903022339,7745,Silent
413,Bulgaria,2012,male,25-34 years,62,520738,11.91,Bulgaria2012,0.778,53903022339,7745,Millenials
414,Bulgaria,2012,male,15-24 years,45,418715,10.75,Bulgaria2012,0.778,53903022339,7745,Millenials
415,Bulgaria,2012,female,55-74 years,65,1000743,6.5,Bulgaria2012,0.778,53903022339,7745,Boomers
416,Bulgaria,2012,female,35-54 years,46,1014327,4.54,Bulgaria2012,0.778,53903022339,7745,Generation X
417,Bulgaria,2012,female,15-24 years,14,394971,3.54,Bulgaria2012,0.778,53903022339,7745,Millenials
418,Bulgaria,2012,female,25-34 years,13,482889,2.69,Bulgaria2012,0.778,53903022339,7745,Millenials
419,Bulgaria,2012,male,5-14 years,1,328547,0.3,Bulgaria2012,0.778,53903022339,7745,Generation Z
420,Bulgaria,2012,female,5-14 years,0,310187,0.0,Bulgaria2012,0.778,53903022339,7745,Generation Z
421,Bulgaria,2013,male,75+ years,113,228209,49.52,Bulgaria2013,0.779,55758754072,8057,Silent
422,Bulgaria,2013,male,55-74 years,207,831118,24.91,Bulgaria2013,0.779,55758754072,8057,Boomers
423,Bulgaria,2013,male,35-54 years,164,1052928,15.58,Bulgaria2013,0.779,55758754072,8057,Generation X
424,Bulgaria,2013,female,75+ years,47,380633,12.35,Bulgaria2013,0.779,55758754072,8057,Silent
425,Bulgaria,2013,male,25-34 years,56,514523,10.88,Bulgaria2013,0.779,55758754072,8057,Millenials
426,Bulgaria,2013,male,15-24 years,32,397784,8.04,Bulgaria2013,0.779,55758754072,8057,Millenials
427,Bulgaria,2013,female,55-74 years,41,1002925,4.09,Bulgaria2013,0.779,55758754072,8057,Boomers
428,Bulgaria,2013,female,35-54 years,41,1012070,4.05,Bulgaria2013,0.779,55758754072,8057,Generation X
429,Bulgaria,2013,female,25-34 years,12,477076,2.52,Bulgaria2013,0.779,55758754072,8057,Millenials
430,Bulgaria,2013,female,15-24 years,6,374785,1.6,Bulgaria2013,0.779,55758754072,8057,Millenials
431,Bulgaria,2013,female,5-14 years,1,315034,0.32,Bulgaria2013,0.779,55758754072,8057,Generation Z
432,Bulgaria,2013,male,5-14 years,1,333559,0.3,Bulgaria2013,0.779,55758754072,8057,Generation Z
433,Bulgaria,2014,male,75+ years,120,227129,52.83,Bulgaria2014,0.782,56731990232,8241,Silent
434,Bulgaria,2014,male,55-74 years,194,833666,23.27,Bulgaria2014,0.782,56731990232,8241,Boomers
435,Bulgaria,2014,female,75+ years,67,382347,17.52,Bulgaria2014,0.782,56731990232,8241,Silent
436,Bulgaria,2014,male,35-54 years,156,1052572,14.82,Bulgaria2014,0.782,56731990232,8241,Generation X
437,Bulgaria,2014,male,25-34 years,47,508827,9.24,Bulgaria2014,0.782,56731990232,8241,Millenials
438,Bulgaria,2014,male,15-24 years,33,378681,8.71,Bulgaria2014,0.782,56731990232,8241,Millenials
439,Bulgaria,2014,female,55-74 years,54,1005439,5.37,Bulgaria2014,0.782,56731990232,8241,Boomers
440,Bulgaria,2014,female,35-54 years,33,1009528,3.27,Bulgaria2014,0.782,56731990232,8241,Generation X
441,Bulgaria,2014,female,25-34 years,13,472176,2.75,Bulgaria2014,0.782,56731990232,8241,Millenials
442,Bulgaria,2014,female,15-24 years,5,356406,1.4,Bulgaria2014,0.782,56731990232,8241,Millenials
443,Bulgaria,2014,male,5-14 years,2,337969,0.59,Bulgaria2014,0.782,56731990232,8241,Generation Z
444,Bulgaria,2014,female,5-14 years,0,319134,0.0,Bulgaria2014,0.782,56731990232,8241,Generation Z
445,Canada,2012,male,35-54 years,1205,5056024,23.83,Canada2012,0.91,1824288757448,55347,Generation X
446,Canada,2012,male,55-74 years,770,3586361,21.47,Canada2012,0.91,1824288757448,55347,Boomers
447,Canada,2012,male,75+ years,180,967342,18.61,Canada2012,0.91,1824288757448,55347,Silent
448,Canada,2012,male,25-34 years,419,2431632,17.23,Canada2012,0.91,1824288757448,55347,Millenials
449,Canada,2012,male,15-24 years,381,2358461,16.15,Canada2012,0.91,1824288757448,55347,Millenials
450,Canada,2012,female,35-54 years,385,5018897,7.67,Canada2012,0.91,1824288757448,55347,Generation X
451,Canada,2012,female,55-74 years,241,3756013,6.42,Canada2012,0.91,1824288757448,55347,Boomers
452,Canada,2012,female,15-24 years,137,2255895,6.07,Canada2012,0.91,1824288757448,55347,Millenials
453,Canada,2012,female,25-34 years,129,2403433,5.37,Canada2012,0.91,1824288757448,55347,Millenials
454,Canada,2012,female,75+ years,45,1389078,3.24,Canada2012,0.91,1824288757448,55347,Silent
455,Canada,2012,female,5-14 years,17,1816079,0.94,Canada2012,0.91,1824288757448,55347,Generation Z
